emp_no,first_name,last_name,to_date
475883,Tomofumi,Lorcy,9999-01-01
475884,Yinlin,Peek,1996-07-07
475886,Adam,Vecchio,9999-01-01
475888,Mohamadou,Camurati,9999-01-01
475890,Manibrata,Picht,9999-01-01
475892,Kristine,Nitto,2001-05-21
475897,Manibrata,Iacovou,9999-01-01
475899,Dayanand,Zumaque,9999-01-01
475903,Indrajit,Openshaw,9999-01-01
475905,Steen,Anick,9999-01-01
475907,Mrinalini,Speek,9999-01-01
475910,Erzsebet,Dahlbom,9999-01-01
475917,Urs,Narahari,9999-01-01
475918,Doohun,Spinelli,2000-09-05
475920,Bogdan,Matzke,9999-01-01
475924,Tran,Herath,9999-01-01
475927,Geoff,Stassinopoulos,9999-01-01
475928,Ramzi,Magliocco,1996-03-21
475932,Richard,Sinitsyn,9999-01-01
475933,Yechiam,Streng,9999-01-01
475934,Arch,Munoz,9999-01-01
475936,Zeydy,Breugel,9999-01-01
475942,KayLiang,Hagimont,9999-01-01
475944,Sachem,Gyimothy,2000-05-25
475946,Ulf,Marsiglia,9999-01-01
475947,Kwangjo,Chimia,9999-01-01
475949,Stamatina,Kitsuregawa,9999-01-01
475955,Peternela,Jayawardene,9999-01-01
475957,Yishay,Schapiro,9999-01-01
475959,Wuxu,Knightly,1999-08-19
475961,Udaiprakash,Gustavson,9999-01-01
475962,Rasiah,Steenbeek,9999-01-01
475964,Van,Hitomi,1993-11-14
475967,Francesca,Merle,9999-01-01
475972,Huican,Zambonelli,9999-01-01
475985,Arve,Murthy,9999-01-01
475991,Pradeep,Azuma,1999-10-27
475995,Vitaly,Kakkad,1997-11-28
475997,Ramachenga,Kitsuregawa,9999-01-01
476000,Remko,Eickenmeyer,9999-01-01
476004,Greger,Streit,9999-01-01
476008,Uriel,Puoti,9999-01-01
476011,Jackson,Unno,9999-01-01
476014,Aria,Pluym,9999-01-01
476016,Jasminko,Minakawa,9999-01-01
476021,Kiyokazu,Spell,9999-01-01
476023,Perry,Shihab,2002-05-24
476028,Khalil,Docker,9999-01-01
476030,Zhigen,Stentiford,9999-01-01
476035,Uzi,Marsiglia,9999-01-01
476036,Janalee,Murthy,9999-01-01
476039,Heather,Vecchi,9999-01-01
476042,Constantijn,Uhrig,9999-01-01
476043,Mohua,Itzigehl,9999-01-01
476045,Tiina,Lorys,9999-01-01
476046,Elrique,Conde,9999-01-01
476047,Khoa,Gimbel,9999-01-01
476057,Charlene,Perna,9999-01-01
476063,JoAnne,Serna,9999-01-01
476066,Radoslaw,Hoogerwoord,9999-01-01
476067,Divier,Giveon,9999-01-01
476072,Paris,Linnainmaa,9999-01-01
476074,Margo,Ballarin,9999-01-01
476079,Tetsushi,Zobel,9999-01-01
476080,Gudjon,Kowalchuk,9999-01-01
476081,Danny,Dehkordi,1996-09-23
476082,Youngkon,Vesna,9999-01-01
476083,Chiradeep,Garigliano,9999-01-01
476084,Reinhard,Ranst,9999-01-01
476086,Shaleah,Broder,9999-01-01
476093,Marsha,Berztiss,9999-01-01
476094,Kellyn,Schaar,9999-01-01
476097,Arnould,Raoux,9999-01-01
476099,Zhenbing,Massonet,1998-11-04
476100,Munir,Landherr,9999-01-01
476105,Flemming,Stamatiou,9999-01-01
476106,Guiseppe,Mitsuhashi,9999-01-01
476115,Fuqing,Boissier,9999-01-01
476116,Falguni,Honiden,1991-01-05
476117,Fumiko,Zucker,9999-01-01
476121,Behnaam,Chimia,9999-01-01
476124,Selwyn,Janetzko,9999-01-01
476129,Toshiko,Keirsey,9999-01-01
476132,Toney,Pardalos,9999-01-01
476146,Masali,Legleitner,9999-01-01
476147,Howell,Farrag,9999-01-01
476148,Anyuan,Besselaar,9999-01-01
476151,Christfried,Munawer,1994-09-13
476158,Bodh,Serre,9999-01-01
476162,Lunjin,Danner,1989-06-18
476164,Remco,Bale,9999-01-01
476165,Mads,Demke,9999-01-01
476166,Subhada,Quittner,9999-01-01
476167,Genta,Dulli,9999-01-01
476170,Lena,Heping,9999-01-01
476174,Oddvar,Swick,9999-01-01
476178,Piyawadee,Chimia,9999-01-01
476180,Basant,Lueh,9999-01-01
476181,Younwoo,Zumaque,9999-01-01
476182,Arfst,Biran,9999-01-01
476184,Shahid,Hofman,9999-01-01
476190,Nathan,Porenta,9999-01-01
476194,Juyoung,Ruther,9999-01-01
476197,Vivian,Heijenga,2000-06-19
476203,Ohad,Mateescu,9999-01-01
476211,Valeri,Sessa,9999-01-01
476214,Fay,Eiter,2001-06-19
476216,Georgi,Hmelo,9999-01-01
476222,Kristian,Mellouli,9999-01-01
476224,Alejandra,dAstous,9999-01-01
476229,Pintsang,Haddadi,1998-12-30
476233,Siddarth,Pappas,9999-01-01
476235,Yuchang,Klyachko,9999-01-01
476239,Hein,McFarlin,9999-01-01
476244,Shem,Krone,9999-01-01
476252,Foong,Schade,9999-01-01
476255,Domenick,Plesums,9999-01-01
476275,Magy,Whitcomb,2000-09-15
476278,Gopalakrishnan,Panienski,9999-01-01
476280,Geraldo,Pusterhofer,9999-01-01
476282,Ohad,Mullainathan,9999-01-01
476285,Sungwon,Kusalik,9999-01-01
476289,Susanta,Doering,9999-01-01
476290,Roded,Junot,9999-01-01
476294,Marsha,Famili,9999-01-01
476296,Bezalel,Stasinski,1996-03-25
476298,Subhada,Emmart,9999-01-01
476304,Christ,Zuberek,9999-01-01
476309,Tsz,Vadhan,9999-01-01
476311,Mihalis,McFarlan,9999-01-01
476314,Jinxi,Gente,9999-01-01
476315,Sushant,Angelopoulos,9999-01-01
476317,Hideo,Anandan,9999-01-01
476319,Toshimi,Hiyoshi,9999-01-01
476324,Frazer,Milicic,2001-11-30
476329,Oldrich,Vilarrasa,9999-01-01
476333,Shushma,Plessier,9999-01-01
476338,Sukumar,Rissland,9999-01-01
476345,Mang,Gubsky,9999-01-01
476347,Bojan,Morrow,9999-01-01
476352,Franziska,Vickson,9999-01-01
476353,Mads,Veeraraghavan,9999-01-01
476354,Arto,Vidal,9999-01-01
476358,Demos,Barriga,9999-01-01
476360,Shushma,Ebeling,9999-01-01
476364,Yongmao,Takanami,9999-01-01
476366,Sigeru,Kobara,9999-01-01
476367,Jiang,Desikan,9999-01-01
476369,Taegyun,Sessa,9999-01-01
476371,Poorav,Mikschl,9999-01-01
476377,Gro,Azuma,9999-01-01
476379,Marie,Peyn,2000-01-10
476380,Janalee,Serot,9999-01-01
476381,Mabo,Uludag,9999-01-01
476392,Waiman,Butner,9999-01-01
476393,Radhika,Benaini,9999-01-01
476394,Susanne,Pillow,9999-01-01
476396,Gaurav,Alameldin,9999-01-01
476400,Paddy,Schlegelmilch,2000-11-15
476410,Akemi,Gunderson,9999-01-01
476414,Marjo,Luft,9999-01-01
476415,Jinxi,Keustermans,1997-08-22
476416,Marko,Fordan,9999-01-01
476418,Maja,Noriega,1997-03-20
476423,Kristof,Iisaka,9999-01-01
476426,Dipayan,Molberg,1994-05-27
476434,Rosita,Beutelspacher,9999-01-01
476439,Yannis,Weedon,2001-04-27
476441,Rafail,Schicker,9999-01-01
476443,Ziya,Asmuth,9999-01-01
476447,Goncalo,Aingworth,9999-01-01
476448,Lene,Wielonsky,9999-01-01
476449,Tamiya,Tyugu,9999-01-01
476454,Fatemeh,Baca,9999-01-01
476456,Remko,Rodiger,9999-01-01
476459,Yucel,Rosis,9999-01-01
476467,Badri,Zwicker,1995-04-30
476468,Sasan,Zlotek,9999-01-01
476469,Mayumi,Lamma,9999-01-01
476470,Christoper,Slutz,9999-01-01
476471,Zhenhua,Isaak,1993-06-09
476472,Sverrir,Sewelson,9999-01-01
476474,Christ,Cherinka,9999-01-01
476477,Hugh,Bernini,9999-01-01
476478,Rosli,Perez,9999-01-01
476480,Barton,Hooghiemstra,1996-11-27
476486,Ramalingam,Murrill,9999-01-01
476489,Renee,Gronowski,9999-01-01
476492,Gully,Dichev,9999-01-01
476495,Lijia,Honiden,9999-01-01
476499,Jianhao,Nitto,9999-01-01
476503,Edwin,Peek,9999-01-01
476505,Masato,Gornas,1998-06-26
476509,Mizuhito,Kornyak,9999-01-01
476510,Alagu,Gimarc,9999-01-01
476513,Ymte,Beeson,1997-01-21
476515,Jenwei,Bellone,9999-01-01
476516,Almudena,Vasanthakumar,1992-04-29
476522,Shan,Keirsey,9999-01-01
476526,Stabislas,Theuretzbacher,9999-01-01
476529,Kiyotoshi,Ambroszkiewicz,1996-03-23
476531,Zhanqiu,Puoti,9999-01-01
476533,Xumin,Penn,9999-01-01
476535,Xiaoheng,Lipner,1993-08-27
476542,Huei,Tempesti,9999-01-01
476544,Shahid,Mitina,9999-01-01
476545,Adin,Adachi,9999-01-01
476546,Syozo,Denis,9999-01-01
476554,Reinhard,Antonakopoulos,2002-01-28
476558,Christoper,Chelton,9999-01-01
476564,Zhilian,Brookner,9999-01-01
476566,Feiyu,Hennings,9999-01-01
476569,Aiichiro,Willoner,9999-01-01
476572,Dharmaraja,Pollacia,9999-01-01
476578,Pradeep,Pelc,1995-09-26
476583,Pantung,Erdi,1990-07-16
476584,Gonzalo,Noriega,9999-01-01
476587,Sukumar,Huhdanpaa,9999-01-01
476588,Irene,Aingworth,1986-07-22
476596,Lijie,Kaminger,9999-01-01
476601,Juyoung,Zschoche,9999-01-01
476603,Conrado,Bodoff,9999-01-01
476607,Somnath,Ramamoorthy,9999-01-01
476611,Zeljko,Gerteisen,1996-09-24
476614,Gina,Litecky,9999-01-01
476618,Achilleas,Kawashimo,9999-01-01
476621,Janalee,Terlouw,9999-01-01
476628,Hinrich,Plesums,9999-01-01
476635,Shin,Kusalik,2001-10-11
476637,Angus,Kusakari,9999-01-01
476640,Kazuhide,Greibach,9999-01-01
476648,Remko,Daescu,1994-08-22
476652,Baziley,Lichtner,9999-01-01
476657,Georgy,Sabnani,9999-01-01
476668,Hailing,Demri,9999-01-01
476671,KayLiang,Winter,9999-01-01
476679,Xumin,Szemeredi,1996-05-23
476680,Martins,Dusink,9999-01-01
476681,Bezalel,Fontet,9999-01-01
476683,Surveyors,Collavizza,9999-01-01
476689,Heejo,Sooriamurthi,1996-06-08
476701,Guadalupe,Gimarc,9999-01-01
476702,Uwe,Speel,9999-01-01
476708,Cristinel,Gulik,9999-01-01
476712,Hitomi,Baca,9999-01-01
476714,Sajjad,Ramaiah,1989-07-10
476715,Parviz,Melter,2002-04-15
476724,Kagan,Kamble,9999-01-01
476725,Tremaine,Maccarone,9999-01-01
476726,Brigham,Luft,9999-01-01
476729,Jaroslava,Rassart,2000-05-10
476731,Garnik,Erde,9999-01-01
476732,Vitali,Chachaty,1996-10-06
476733,Nechama,Bach,9999-01-01
476735,Eric,Spieker,9999-01-01
476739,Miquel,Niizuma,2002-04-27
476742,Sanjit,Matzen,9999-01-01
476743,Nigel,Passino,1991-03-28
476757,Tsz,Orsini,9999-01-01
476761,Baziley,Morrey,9999-01-01
476766,Anneli,Thiria,9999-01-01
476767,Taizo,Fortenbacher,1999-06-27
476770,Owen,Deverell,9999-01-01
476771,Naftali,Coney,9999-01-01
476774,Claudi,Plumb,1997-12-14
476783,Gino,Leaver,9999-01-01
476786,Sven,Plumb,9999-01-01
476789,Annemarie,Nations,2000-06-30
476795,Iara,Beznosov,1997-08-30
476796,Navin,Kilgour,9999-01-01
476798,Bouchung,Maierhofer,9999-01-01
476803,Carrsten,Denos,2000-09-15
476807,Peer,Pusterhofer,9999-01-01
476812,Bartek,Nergos,9999-01-01
476814,Karsten,Monkewich,9999-01-01
476815,Yonghong,Camurati,9999-01-01
476816,Abdelghani,Joslin,9999-01-01
476819,Jianhao,Pehl,9999-01-01
476822,Yongqiao,Merli,9999-01-01
476824,Lokesh,Danecki,9999-01-01
476825,Hiroyasu,Kitsuregawa,9999-01-01
476828,Garnik,Bernatsky,2000-10-04
476829,Rosita,Godskesen,9999-01-01
476835,Ashish,Iivonen,9999-01-01
476837,Jaber,Cesareni,9999-01-01
476846,Aram,Schonegge,1999-09-07
476847,Shalesh,Babb,9999-01-01
476848,Jaideep,Slaats,9999-01-01
476853,Kazuhiko,Conde,1997-04-05
476854,Demos,Boreale,9999-01-01
476865,Vasilis,Imataki,9999-01-01
476877,Mack,Wrigley,9999-01-01
476880,Mandell,Smeets,9999-01-01
476886,Constantine,Kawashima,9999-01-01
476894,Serap,Grospietsch,9999-01-01
476897,Dante,Escriba,9999-01-01
476898,Ronghao,Bratten,9999-01-01
476899,Hideyuki,Sridhar,1995-07-31
476908,Basant,Samarati,1998-08-04
476910,Yishai,Jayawardene,9999-01-01
476916,Kinh,Dayana,9999-01-01
476919,Maren,Fairtlough,1999-11-20
476921,Huican,Jullig,2001-12-25
476922,Idoia,Kobuchi,9999-01-01
476925,Fumiyo,Grospietsch,9999-01-01
476926,Mohd,Borovoy,9999-01-01
476930,Adas,Talmor,9999-01-01
476933,Mayuri,Kobara,9999-01-01
476935,Emdad,Magliocco,9999-01-01
476936,Chikara,Kitsuregawa,9999-01-01
476950,Gou,Flasterstein,9999-01-01
476954,Djelloul,Talmon,9999-01-01
476962,Guiseppe,Stranks,9999-01-01
476963,Christ,Haumacher,2001-01-22
476967,Gretta,Conry,9999-01-01
476969,Moss,Herber,9999-01-01
476971,Heeju,Heystek,9999-01-01
476972,Suebskul,Merks,9999-01-01
476974,Pranjal,Kilgore,1992-02-13
476976,Yongdong,Azuma,9999-01-01
476980,Phuoc,Strehl,1990-01-26
476983,Ziyad,Molberg,9999-01-01
476987,Margareta,Cheshire,9999-01-01
476997,Bowen,Gente,9999-01-01
476998,Xinan,Uhrig,9999-01-01
477001,Tomokazu,Cummings,1997-07-23
477003,Oguz,Zucker,9999-01-01
477010,Val,Werthner,9999-01-01
477013,Kristina,Peng,9999-01-01
477017,Achilleas,Matteis,9999-01-01
477019,Tomokazu,Spinelli,9999-01-01
477020,Rutger,Rosen,9999-01-01
477021,Uta,Copas,1996-12-30
477026,Xiaoshan,Rusterholz,9999-01-01
477030,Alois,Siksek,9999-01-01
477036,Barna,Gien,9999-01-01
477037,Zhaofang,Montresor,9999-01-01
477038,Sadun,Krone,1999-12-14
477040,Lijia,Morton,9999-01-01
477050,Domenick,Zolotykh,1995-01-30
477051,Carrsten,Decaestecker,9999-01-01
477052,Adit,Denti,9999-01-01
477053,Paris,Vilarrasa,1999-10-06
477054,Arup,Emiris,9999-01-01
477057,Juichirou,Lindqvist,1989-12-28
477059,Ohad,Parveen,9999-01-01
477061,Shigeu,Luft,9999-01-01
477065,Ult,Brickell,9999-01-01
477072,Salvador,Mandelberg,9999-01-01
477076,Yifei,Shiratori,9999-01-01
477078,Constantino,Gelosh,9999-01-01
477081,Aria,Cannata,9999-01-01
477092,Bokyung,Pena,9999-01-01
477095,Mechthild,Swiler,2002-07-05
477096,Aleksander,Puppe,9999-01-01
477115,Alassane,Velasco,9999-01-01
477116,Huiqun,Matzov,1998-10-26
477118,Hatim,Hutton,9999-01-01
477123,Unal,Bolotov,9999-01-01
477126,Shan,Chinin,9999-01-01
477133,Chikara,Gubsky,9999-01-01
477135,Gilbert,Vrecion,9999-01-01
477140,Christfried,Murrill,9999-01-01
477141,Jeane,Kirkerud,9999-01-01
477142,Mrinalini,Stenning,9999-01-01
477144,Augustine,Pramanik,9999-01-01
477145,Georgy,Gilg,9999-01-01
477149,Frederique,Yeung,9999-01-01
477151,Jaewoo,Akazan,9999-01-01
477153,Gaurav,Stellhorn,9999-01-01
477154,Toshiki,Salvesen,9999-01-01
477155,Xiaoqiang,Wallrath,9999-01-01
477156,Vivian,Daescu,9999-01-01
477158,Kazuhiro,Birrer,9999-01-01
477160,Florian,Streit,9999-01-01
477163,Tesuya,Osgood,9999-01-01
477171,Constantine,Cairo,2001-05-23
477172,Xinan,McAffer,9999-01-01
477174,Matk,Maksimenko,9999-01-01
477179,Tetsurou,Litzler,9999-01-01
477181,Luise,Vasanthakumar,9999-01-01
477183,Dzung,Menhoudj,2000-12-12
477186,Pranay,Versino,2001-12-11
477191,Ronnie,Frezza,9999-01-01
477193,Gay,Bahl,9999-01-01
477194,Xianlong,Furedi,9999-01-01
477195,Kellie,Varman,9999-01-01
477197,Stevo,Spataro,9999-01-01
477199,Xinan,Paciorek,9999-01-01
477201,Yinlin,Rosis,9999-01-01
477203,Kshitij,Vigier,9999-01-01
477205,Miomir,Erev,2000-08-24
477206,Adil,Albarhamtoshy,9999-01-01
477208,Sivanarayana,Cannane,9999-01-01
477213,Becky,Jarecki,2000-08-04
477214,Pasqua,Szilard,9999-01-01
477216,Kristian,Falck,9999-01-01
477218,Matt,Lorch,2000-03-11
477221,Berni,Jumpertz,9999-01-01
477223,Theron,Kisuki,9999-01-01
477224,Ebbe,Petereit,1996-01-04
477232,Dipayan,Zielinski,9999-01-01
477238,Bangqing,Rathonyi,9999-01-01
477239,Takahira,Cronan,1995-10-10
477244,Tokuyasu,Navazio,9999-01-01
477246,Mara,Zeilberger,9999-01-01
477248,Shuzo,Brattka,9999-01-01
477251,Jayson,Ambroszkiewicz,1998-01-24
477255,Serenella,Juneja,9999-01-01
477259,Masaki,Kaminger,9999-01-01
477263,Mariangiola,Shinomoto,9999-01-01
477264,Marit,Escriba,9999-01-01
477270,Kristinn,Brattka,2000-11-25
477271,Susanna,Gyimothy,9999-01-01
477274,Michaela,Crabtree,9999-01-01
477275,Sachio,Marletta,9999-01-01
477280,Tse,Kinley,9999-01-01
477281,Mart,Lorcy,9999-01-01
477291,Hidekazu,Gilg,9999-01-01
477296,Abdelkader,Rohrbach,9999-01-01
477297,Shirish,Luby,9999-01-01
477298,Zengping,Denny,9999-01-01
477300,Florian,Bierman,1995-07-19
477302,Chenxi,Budinsky,9999-01-01
477303,Kousuke,Zambonelli,9999-01-01
477305,Diederik,Quaggetto,9999-01-01
477306,Mohammed,Matzen,2001-09-09
477307,Zhenhua,Tanemo,9999-01-01
477308,Alejandra,Brandsma,9999-01-01
477309,Steve,Simmel,9999-01-01
477311,Sergi,Ecklund,9999-01-01
477312,Fay,Ramalingam,9999-01-01
477313,Waiman,Schneeberger,2002-06-29
477314,Premal,Hanratty,9999-01-01
477325,Xiaobin,Gurbaxani,1992-04-30
477326,Yuriy,Khalid,9999-01-01
477328,Yinghua,Jording,9999-01-01
477332,Subhrajyoti,Sgarro,9999-01-01
477333,Guther,Lindqvist,1996-01-11
477337,Margareta,Osgood,9999-01-01
477345,Aleksander,Linares,9999-01-01
477347,Dinah,Nanard,9999-01-01
477348,Clyde,Fioravanti,9999-01-01
477356,Conor,Schlumberger,9999-01-01
477358,Minghong,Siegrist,9999-01-01
477366,Kyoichi,Azadmanesh,9999-01-01
477367,Przemyslawa,Shiratori,9999-01-01
477370,Odinaldo,Badache,9999-01-01
477371,Kyoichi,Asrin,9999-01-01
477373,Alselm,Montresor,1995-10-23
477379,Qingxiang,Cooley,9999-01-01
477381,Yuping,Serdy,9999-01-01
477389,Abdulah,Claffy,9999-01-01
477399,Aruna,Falby,9999-01-01
477400,Gen,Krone,1994-08-07
477402,Make,Francisci,9999-01-01
477403,Becky,Cusworth,9999-01-01
477408,Kiyotoshi,Plotkin,9999-01-01
477412,Billie,Llado,2000-08-18
477415,Goh,Sommen,9999-01-01
477419,Lijia,Ghandeharizadeh,9999-01-01
477428,Qunsheng,Hanratty,9999-01-01
477432,Tzu,Vendrig,2000-05-03
477434,Stein,Matzke,9999-01-01
477438,Mana,Mitina,9999-01-01
477439,Ashish,Birjandi,1998-10-21
477441,Chanjung,Siegrist,9999-01-01
477443,Geraldo,Plessier,9999-01-01
477444,Babette,Erez,9999-01-01
477446,Nobuyoshi,Sessa,9999-01-01
477447,Falguni,Binkley,9999-01-01
477457,Mang,Crelier,9999-01-01
477458,Shounak,Foong,9999-01-01
477461,Kamran,Thiran,9999-01-01
477463,Elvia,Lindqvist,9999-01-01
477464,Yinlin,Servi,9999-01-01
477468,Remmert,Papadias,9999-01-01
477470,Ymte,Crouzet,1999-05-05
477471,Maria,Seiwald,2001-09-24
477473,Flemming,Mikschl,9999-01-01
477474,Sadun,Zaumen,9999-01-01
477477,Bodh,Roohalamini,9999-01-01
477480,Lein,Bahl,1998-05-26
477482,Shakhar,Benveniste,9999-01-01
477483,Fatemeh,Luga,9999-01-01
477484,Sedat,Templeman,9999-01-01
477485,Kwangjo,Schnelling,9999-01-01
477486,Kazuhiro,Menyhert,9999-01-01
477488,Dekang,Salinas,1991-10-23
477493,Luigi,Akazan,9999-01-01
477494,Weidon,Pokrovskii,9999-01-01
477497,Ortrud,Pashtan,9999-01-01
477498,Koldo,Majewski,9999-01-01
477505,Evgueni,Quadeer,9999-01-01
477506,Elvia,Karunanithi,9999-01-01
477508,Gonzalo,Bernatsky,9999-01-01
477510,Atreyi,Demizu,9999-01-01
477514,Angel,Reistad,9999-01-01
477520,Rance,Plump,9999-01-01
477522,Mohd,Jervis,9999-01-01
477523,Patricio,Kavvadias,9999-01-01
477526,Tonia,Waeselynck,2001-02-13
477527,Candido,Comyn,9999-01-01
477530,Ranan,Comte,9999-01-01
477534,Eckart,Assaf,9999-01-01
477535,Mori,Danner,9999-01-01
477539,Dekang,Kranzdorf,9999-01-01
477540,Chenyi,Hutter,9999-01-01
477542,Itzchak,Ramsey,9999-01-01
477543,Alexius,Pouyioutas,9999-01-01
477544,Shem,Mawatari,9999-01-01
477545,Shaunak,Preusig,9999-01-01
477547,Hailing,Senzako,9999-01-01
477552,Otmar,Demos,9999-01-01
477553,Douadi,Assaf,9999-01-01
477558,Candido,Kilgour,2000-05-11
477560,Mary,Keohane,9999-01-01
477563,Rimon,Vakili,9999-01-01
477565,Maja,Anguita,1995-04-23
477566,Anwar,Gelosh,9999-01-01
477567,Doohun,Bharadwaj,9999-01-01
477571,Gal,Osgood,9999-01-01
477574,Lech,Tyugu,9999-01-01
477577,Sungwon,Birch,9999-01-01
477580,Nikolaos,Guerreiro,9999-01-01
477584,Honesty,Mateescu,9999-01-01
477587,Chrisa,Schonegge,9999-01-01
477591,Oksana,Reeken,9999-01-01
477592,Elrique,Merel,1991-06-14
477593,Xinglin,Garnier,9999-01-01
477594,Aris,Yoshizawa,9999-01-01
477595,Arto,Linares,9999-01-01
477596,Shrikanth,Kushner,9999-01-01
477600,Basant,Schwaller,9999-01-01
477601,Matk,Cherinka,1996-11-15
477603,Bernt,Nyrup,9999-01-01
477604,Jeong,Standera,9999-01-01
477605,Nimmagadda,Hiyoshi,9999-01-01
477616,LiMin,Ghemri,1995-04-10
477618,Naftaly,Denna,9999-01-01
477619,Lijia,Cangellaris,9999-01-01
477622,Lakshmi,Hennings,9999-01-01
477624,Nikolaos,Demian,9999-01-01
477634,Luerbio,Deyuan,9999-01-01
477637,Elgin,Pelz,9999-01-01
477639,Doowon,Cincotta,9999-01-01
477647,Zsolt,Broder,9999-01-01
477651,Ayakannu,Cronan,9999-01-01
477652,Atreye,Koshino,9999-01-01
477653,Alassane,Harnett,1997-10-20
477655,Serap,Oxenboll,9999-01-01
477658,Giao,Bruckman,9999-01-01
477671,Mikhail,Segond,9999-01-01
477673,Mizuhito,Woycyznski,9999-01-01
477678,Naftaly,Serre,9999-01-01
477679,Chenye,Bach,1998-08-02
477682,Adil,Miyakawa,9999-01-01
477684,Taegyun,Rabehasaina,9999-01-01
477691,Marl,Schurmann,9999-01-01
477692,Youpyo,Belinskaya,9999-01-01
477695,Venkatesan,Attimonelli,9999-01-01
477700,Huican,Roccetti,9999-01-01
477701,Ayonca,Shumilov,9999-01-01
477703,Gou,Yamaashi,9999-01-01
477706,Shigenori,McAlpine,9999-01-01
477707,Val,Itzigehl,9999-01-01
477708,Sashi,Duclos,1997-10-17
477718,Radhia,Zhang,1997-12-07
477720,Mantis,Gruenwald,9999-01-01
477727,Zvonko,Choobineh,9999-01-01
477732,Monique,Serra,9999-01-01
477734,Vojin,Raney,9999-01-01
477735,Kristen,Rodham,1999-07-08
477736,Toshimitsu,Yavatkar,9999-01-01
477738,Nevin,Lamma,9999-01-01
477742,Odoardo,Garigliano,9999-01-01
477744,Jiang,Iwayama,2000-06-19
477747,Maha,Taubman,9999-01-01
477748,Gilbert,Apsitis,9999-01-01
477754,Parviz,Taubman,1999-08-31
477756,Pragnesh,Iivonen,9999-01-01
477762,Keung,Munke,2001-09-24
477765,Arif,Bain,9999-01-01
477778,Abdulah,Fadgyas,9999-01-01
477779,Rafail,Glinert,9999-01-01
477780,Phuoc,Czap,9999-01-01
477781,Hidefumi,Mateescu,9999-01-01
477783,Bikash,Gajiwala,9999-01-01
477786,Hironobu,Willoner,9999-01-01
477795,Bouchung,Brookman,9999-01-01
477801,Willard,Baaz,9999-01-01
477805,Zhenbing,Georgatos,9999-01-01
477811,Shai,Whitcomb,9999-01-01
477815,Arvin,Ginesta,9999-01-01
477818,Xiaopeng,Melski,9999-01-01
477833,Arup,Luce,9999-01-01
477834,Yefim,Cools,2001-06-15
477835,Rosine,Beeson,9999-01-01
477836,Masato,Frezza,1998-04-17
477838,Arra,Warwick,2002-06-21
477839,Yongmin,Litvinov,1998-12-20
477840,Tadahiro,Kavvadias,9999-01-01
477841,Heeju,Stafford,9999-01-01
477842,Kwangho,Journel,9999-01-01
477851,Mohan,Bonifati,9999-01-01
477852,Gad,Rosay,9999-01-01
477860,Selwyn,Servi,9999-01-01
477868,Kristen,Brandsma,9999-01-01
477870,Kwan,Hennebert,9999-01-01
477874,Navin,Pero,9999-01-01
477880,Arvind,Furudate,9999-01-01
477882,Danco,Zeleznik,9999-01-01
477883,Taizo,Bennet,9999-01-01
477885,Evgueni,DuBourdieux,9999-01-01
477895,Geraldo,Zobel,1997-11-11
477898,Theron,Masand,9999-01-01
477899,Leszek,Cannard,9999-01-01
477900,Zeljko,Condotta,9999-01-01
477906,Mahendra,Varley,9999-01-01
477907,Arlette,Cummings,9999-01-01
477908,Zhanqiu,Pietrzykowski,9999-01-01
477909,Hugo,Falby,9999-01-01
477912,Akeno,Danlos,1999-10-15
477915,Marl,Bardell,9999-01-01
477922,Moriyoshi,Wissmann,9999-01-01
477923,Augustine,Conde,9999-01-01
477930,Isamu,Stiles,9999-01-01
477937,Jessie,Koblitz,1988-05-06
477942,Sastry,Huttel,9999-01-01
477946,Sreekrishna,Kroft,2000-03-22
477947,Thodoros,Templeman,2001-10-18
477953,Kinh,Cannard,9999-01-01
477955,Ghassan,Lieberherr,2000-04-14
477964,Richara,Thiran,9999-01-01
477968,Shay,Chandrasekhar,9999-01-01
477971,Tommaso,Birge,2001-09-03
477973,Zhilian,Meszaros,9999-01-01
477982,Murthy,Merks,9999-01-01
477983,Masali,Facello,1997-04-06
477985,Beshir,Mattern,9999-01-01
477988,Troy,Vanwelkenhuysen,9999-01-01
477990,Alejandra,Aingworth,9999-01-01
477993,Sanjiv,Chorvat,9999-01-01
477994,Lalit,Yurek,1999-06-10
477996,Vesna,Percebois,9999-01-01
478002,Genki,Juneja,2000-04-28
478005,Werner,Bage,9999-01-01
478006,Gererd,McDermid,9999-01-01
478012,Mostafa,Leivant,9999-01-01
478017,Nikolaus,Siegrist,9999-01-01
478027,Mitchel,Pettis,9999-01-01
478033,Tonny,Luiz,9999-01-01
478037,Adib,Halevi,9999-01-01
478038,Goo,Hasham,9999-01-01
478040,Sarita,Lung,2001-04-19
478045,Guoxiang,Hanratty,9999-01-01
478047,Constantijn,Pramanik,9999-01-01
478051,Wonhee,Delgrossi,9999-01-01
478052,Kristinn,Matzel,9999-01-01
478053,Tesuya,Nishimukai,1991-09-14
478054,Tesuro,Merkl,9999-01-01
478058,Collette,Akazan,9999-01-01
478060,Shuji,Polupanov,9999-01-01
478061,Jackson,Broomell,9999-01-01
478067,Guenter,Argence,9999-01-01
478069,Suebskul,Maksimenko,2002-05-21
478075,Alexius,Stavenow,9999-01-01
478076,Zeljko,Rosen,9999-01-01
478078,Richara,Strandh,9999-01-01
478081,Paloma,Copas,9999-01-01
